,SUID,univid,response
9383,1325.0,5c9e498134cda4f3677e32c9,Soft skills and digital literacy
9384,1325.0,5c9e67c234cda4f3677e56bf,Soft skills and digital literacy
9385,1325.0,5c9e47c134cda4f3677e2fe7,Internationality
9386,1325.0,5c9e420034cda4f3677e267f,Specialization
9387,1325.0,5c9e420034cda4f3677e267f,Specialization
9388,1325.0,5c9e7ea034cda4f3677e6d1b,Practical relevance / professionalization
9389,1325.0,5c9e8dfd34cda4f3677e76f7,Practical relevance / professionalization
9390,1325.0,5c9e7ead34cda4f3677e6d31,Soft skills and digital literacy
9391,1325.0,5c9e7ea034cda4f3677e6d1b,Internationality
9392,1325.0,5c9e7ea634cda4f3677e6d25,Practical relevance / professionalization
9393,1325.0,5c9e67ca34cda4f3677e56cd,Practical relevance / professionalization
9394,1325.0,5c9e4b9334cda4f3677e3635,Specialization
9395,1325.0,5c9e40b034cda4f3677e245d,Specialization
9396,1325.0,5c9e679734cda4f3677e5679,Academic excellence
9397,1326.0,5c9e70bd34cda4f3677e621f,Soft skills and digital literacy
9398,1326.0,5c9e7a6834cda4f3677e662b,Specialization
9399,1326.0,5c9e5d6334cda4f3677e464d,Soft skills and digital literacy
9400,1326.0,5c9e636634cda4f3677e5025,Practical relevance / professionalization
9401,1326.0,5c9e677634cda4f3677e5643,Academic excellence
9402,1326.0,5e8c6df1dc39552aa1e7bdf3,Soft skills and digital literacy
9403,1326.0,5c9e6be834cda4f3677e5d83,Soft skills and digital literacy
9404,1326.0,5c9e63c734cda4f3677e50c3,Internationality
9405,1326.0,5c9e498a34cda4f3677e32d9,Practical relevance / professionalization
9406,1326.0,5c9e498a34cda4f3677e32d9,Practical relevance / professionalization
9407,1326.0,5c9e5a4734cda4f3677e4135,Academic excellence
9408,1327.0,5c9e5d6334cda4f3677e464d,Specialization
9409,1327.0,5c9e7d6634cda4f3677e6b23,Internationality
9410,1327.0,5c9e7d6034cda4f3677e6b19,Internationality
9411,1327.0,5c9e63c734cda4f3677e50c3,Specialization
9412,1327.0,5c9e7d8334cda4f3677e6b4f,Specialization
9413,1327.0,5c9e4e9534cda4f3677e3b17,Soft skills and digital literacy
9414,1327.0,5c9e7c2734cda4f3677e690f,Soft skills and digital literacy
9415,1327.0,5c9e7d7134cda4f3677e6b33,Soft skills and digital literacy
9416,1327.0,5c9e7cb934cda4f3677e69ff,Specialization
9417,1327.0,5c9e636734cda4f3677e5027,Soft skills and digital literacy
9418,1327.0,5c9e637534cda4f3677e503d,Soft skills and digital literacy
9419,1328.0,5c9e3fc034cda4f3677e22e3,Internationality
9420,1328.0,5c9e895334cda4f3677e7141,Practical relevance / professionalization
9421,1328.0,5c9e47c134cda4f3677e2fe7,Soft skills and digital literacy
9422,1328.0,5c9e420034cda4f3677e267f,Specialization
9423,1328.0,5c9e420034cda4f3677e267f,Specialization
9424,1328.0,5c9e7ea634cda4f3677e6d25,Specialization
9425,1328.0,5c9e67ca34cda4f3677e56cd,Academic excellence
9426,1328.0,5c9e3ffb34cda4f3677e233b,Specialization
9427,1328.0,5c9e41f334cda4f3677e2669,Soft skills and digital literacy
9428,1328.0,5c9e404f34cda4f3677e23c3,Internationality
9429,1328.0,5c9e355234cda4f3677e11d1,Academic excellence
9430,1328.0,5c9e34d534cda4f3677e1107,Academic excellence
9431,1328.0,5c9e677e34cda4f3677e564f,Internationality
9432,1328.0,5c9e677134cda4f3677e5639,Internationality
9433,1328.0,5c9e61c234cda4f3677e4d7b,Academic excellence
9434,1328.0,5c9e5c9634cda4f3677e44fb,Specialization
9435,1329.0,5c9e4c2834cda4f3677e372d,Soft skills and digital literacy
9436,1329.0,5c9e371c34cda4f3677e14b9,Soft skills and digital literacy
9437,1329.0,5c9e498134cda4f3677e32c9,Specialization
9438,1329.0,5c9e67c234cda4f3677e56bf,Specialization
9439,1329.0,5c9e47c134cda4f3677e2fe7,Practical relevance / professionalization
9440,1329.0,5c9e420034cda4f3677e267f,Practical relevance / professionalization
9441,1329.0,5c9e420034cda4f3677e267f,Practical relevance / professionalization
9442,1329.0,5c9e7ea034cda4f3677e6d1b,Practical relevance / professionalization
9443,1329.0,5c9e8dfd34cda4f3677e76f7,Specialization
9444,1329.0,5c9e470b34cda4f3677e2ec5,Practical relevance / professionalization
9445,1329.0,5c9e5a7e34cda4f3677e418b,Internationality
9446,1329.0,5c9e4f5034cda4f3677e3c4f,Internationality
9447,1329.0,5c9e7d3134cda4f3677e6ac9,Specialization
9448,1329.0,5c9e7cb934cda4f3677e69ff,Internationality
9449,1329.0,5c9e5b1034cda4f3677e427b,Internationality
9450,1329.0,5c9e5b2734cda4f3677e42a1,Practical relevance / professionalization
9451,1331.0,5c9e3bc934cda4f3677e1c63,Internationality
9452,1331.0,5c9e41e234cda4f3677e264d,Specialization
9453,1331.0,5c9e645734cda4f3677e51ab,Internationality
9454,1331.0,5c9e5a4734cda4f3677e4135,Practical relevance / professionalization
9455,1331.0,5c9e35b234cda4f3677e126b,Practical relevance / professionalization
9456,1331.0,5c9e345f34cda4f3677e1047,Specialization
9457,1331.0,5c9e5bc734cda4f3677e43a7,Internationality
9458,1331.0,5c9e7ea034cda4f3677e6d1b,Internationality
9459,1331.0,5c9e4b9334cda4f3677e3635,Internationality
9460,1331.0,5c9e3ffb34cda4f3677e233b,Specialization
9461,1333.0,5c9e5d6334cda4f3677e464d,Internationality
9462,1333.0,5c9e5b5e34cda4f3677e42fb,Specialization
9463,1333.0,5c9e7d6634cda4f3677e6b23,Academic excellence
9464,1333.0,5c9e7d4d34cda4f3677e6af9,Internationality
9465,1333.0,5c9e5a4734cda4f3677e4135,Specialization
9466,1333.0,5c9e4f5034cda4f3677e3c4f,Academic excellence
9467,1333.0,5c9e7cb934cda4f3677e69ff,Internationality
9468,1333.0,5c9e3ab234cda4f3677e1a9b,Academic excellence
9469,1333.0,5c9e49df34cda4f3677e3365,Academic excellence
9470,1333.0,5c9e8f7734cda4f3677e795b,Academic excellence
9471,1334.0,5c9e5b5e34cda4f3677e42fb,Internationality
9472,1334.0,5c9e636634cda4f3677e5025,Soft skills and digital literacy
9473,1334.0,5c9e5c6c34cda4f3677e44b7,Soft skills and digital literacy
9474,1334.0,5c9e7d8334cda4f3677e6b4f,Internationality
9475,1334.0,5c9e5a4734cda4f3677e4135,Internationality
9476,1334.0,5c9e8aa234cda4f3677e7365,Internationality
9477,1334.0,5c9e355634cda4f3677e11d7,Specialization
9478,1334.0,5c9e34ae34cda4f3677e10c7,Specialization
9479,1334.0,5e84b7f41ead1a77be3bd3a0,Specialization
9480,1334.0,5c9e3ffb34cda4f3677e233b,Specialization
9481,1335.0,5c9e70bd34cda4f3677e621f,Soft skills and digital literacy
9482,1335.0,5c9e4dfb34cda4f3677e3a15,Internationality
9483,1335.0,5c9e5d6334cda4f3677e464d,Internationality
9484,1335.0,5c9e636634cda4f3677e5025,Practical relevance / professionalization
9485,1335.0,5c9e677634cda4f3677e5643,Practical relevance / professionalization
9486,1335.0,5c9e645934cda4f3677e51ad,Internationality
9487,1335.0,5c9e6be834cda4f3677e5d83,Specialization
9488,1335.0,5c9e373c34cda4f3677e14ef,Internationality
9489,1335.0,5c9e4dfa34cda4f3677e3a13,Specialization
9490,1335.0,5c9e49f334cda4f3677e3385,Specialization
9491,1335.0,5c9e5a4734cda4f3677e4135,Soft skills and digital literacy
9492,1336.0,5e8c6df1dc39552aa1e7bdf3,Soft skills and digital literacy
9493,1336.0,5c9e645734cda4f3677e51ab,Specialization
9494,1336.0,5c9e4b4134cda4f3677e35a9,Practical relevance / professionalization
9495,1336.0,5c9e7ead34cda4f3677e6d31,Specialization
9496,1336.0,5c9e4b9334cda4f3677e3635,Soft skills and digital literacy
9497,1336.0,5c9e7dd034cda4f3677e6bcb,Soft skills and digital literacy
9498,1336.0,5c9e67db34cda4f3677e56e9,Practical relevance / professionalization
9499,1336.0,5c9e410534cda4f3677e24e9,Practical relevance / professionalization
9500,1336.0,5c9e3abf34cda4f3677e1ab1,Practical relevance / professionalization
9501,1336.0,5c9e636b34cda4f3677e502d,Soft skills and digital literacy
9502,1338.0,5c9e420034cda4f3677e267f,Soft skills and digital literacy
9503,1338.0,5c9e420034cda4f3677e267f,Soft skills and digital literacy
9504,1338.0,5c9e7ead34cda4f3677e6d31,Internationality
9505,1338.0,5c9e7ea034cda4f3677e6d1b,Practical relevance / professionalization
9506,1338.0,5c9e7d3134cda4f3677e6ac9,Specialization
9507,1338.0,5c9e7cb934cda4f3677e69ff,Soft skills and digital literacy
9508,1338.0,5c9e34d534cda4f3677e1107,Specialization
9509,1338.0,5c9e67de34cda4f3677e56ed,Academic excellence
9510,1338.0,5c9e677e34cda4f3677e564f,Academic excellence
9511,1338.0,5c9e677134cda4f3677e5639,Practical relevance / professionalization
9512,1338.0,5c9e3a0b34cda4f3677e1989,Academic excellence
9513,1338.0,5c9e639034cda4f3677e5069,Soft skills and digital literacy
9514,1338.0,5c9e636734cda4f3677e5027,Internationality
9515,1338.0,5c9e49df34cda4f3677e3365,Internationality
9516,1338.0,5c9e5c9634cda4f3677e44fb,Academic excellence
9517,1338.0,5c9e5bfe34cda4f3677e4403,Academic excellence
9518,1339.0,5c9e3bc934cda4f3677e1c63,Specialization
9519,1339.0,5c9e4e9534cda4f3677e3b17,Specialization
9520,1339.0,5c9e7c8b34cda4f3677e69b5,Soft skills and digital literacy
9521,1339.0,5c9e498134cda4f3677e32c9,Specialization
9522,1339.0,5c9e67c234cda4f3677e56bf,Specialization
9523,1339.0,5e84b8a01ead1a77be3bd3a8,Specialization
9524,1339.0,5c9e470b34cda4f3677e2ec5,Academic excellence
9525,1339.0,5c9e3e0234cda4f3677e2009,Academic excellence
9526,1339.0,5c9e61c234cda4f3677e4d7b,Soft skills and digital literacy
9527,1339.0,5c9e361e34cda4f3677e131d,Soft skills and digital literacy
9528,1339.0,5c9e4b8f34cda4f3677e362f,Internationality
9529,1340.0,5c9e4dfb34cda4f3677e3a15,Internationality
9530,1340.0,5c9e7d6634cda4f3677e6b23,Soft skills and digital literacy
9531,1340.0,5c9e7d4d34cda4f3677e6af9,Internationality
9532,1340.0,5c9e7d8334cda4f3677e6b4f,Internationality
9533,1340.0,5c9e4e2c34cda4f3677e3a6d,Soft skills and digital literacy
9534,1340.0,5c9e882634cda4f3677e6f51,Internationality
9535,1340.0,5c9e636734cda4f3677e5027,Soft skills and digital literacy
9536,1340.0,5c9e361e34cda4f3677e131d,Soft skills and digital literacy
9537,1340.0,5c9e4b8f34cda4f3677e362f,Internationality
9538,1340.0,5c9e5bfe34cda4f3677e4403,Soft skills and digital literacy
9539,1341.0,5c9e677634cda4f3677e5643,Internationality
9540,1341.0,5c9e645734cda4f3677e51ab,Internationality
9541,1341.0,5e8c6ef9dc39552aa1e7bdfc,Internationality
9542,1341.0,5e8c879823d6684db014ea30,Internationality
9543,1341.0,5c9e498134cda4f3677e32c9,Specialization
9544,1341.0,5c9e67c234cda4f3677e56bf,Specialization
9545,1341.0,5c9e420034cda4f3677e267f,Specialization
9546,1341.0,5c9e420034cda4f3677e267f,Specialization
9547,1341.0,5c9e7ea634cda4f3677e6d25,Internationality
9548,1341.0,5c9e645034cda4f3677e519f,Internationality
9549,1341.0,5c9e67e134cda4f3677e56f1,Internationality
9550,1341.0,5c9e677e34cda4f3677e564f,Specialization
9551,1344.0,5c9e7d6034cda4f3677e6b19,Internationality
9552,1344.0,5c9e8aa234cda4f3677e7365,Specialization
9553,1344.0,5e8c6ef9dc39552aa1e7bdfc,Internationality
9554,1344.0,5c9e398d34cda4f3677e18c1,Soft skills and digital literacy
9555,1344.0,5c9e471734cda4f3677e2ed7,Internationality
9556,1344.0,5c9e470b34cda4f3677e2ec5,Practical relevance / professionalization
9557,1344.0,5c9e67db34cda4f3677e56e9,Specialization
9558,1344.0,5c9e404f34cda4f3677e23c3,Practical relevance / professionalization
9559,1344.0,5c9e882634cda4f3677e6f51,Practical relevance / professionalization
9560,1347.0,5c9e7d4d34cda4f3677e6af9,Soft skills and digital literacy
9561,1347.0,5c9e8aa234cda4f3677e7365,Internationality
9562,1347.0,5c9e3fc034cda4f3677e22e3,Soft skills and digital literacy
9563,1347.0,5c9e470b34cda4f3677e2ec5,Academic excellence
9564,1347.0,5c9e641a34cda4f3677e5149,Academic excellence
9565,1347.0,5c9e61c234cda4f3677e4d7b,Academic excellence
9566,1347.0,5c9e3aee34cda4f3677e1afd,Academic excellence
9567,1347.0,5c9e3a5934cda4f3677e1a09,Academic excellence
9568,1347.0,5c9e49df34cda4f3677e3365,Academic excellence
9569,1347.0,5c9e884834cda4f3677e6f8b,Academic excellence
9570,1351.0,5c9e70bd34cda4f3677e621f,Soft skills and digital literacy
9571,1351.0,5c9e4dfb34cda4f3677e3a15,Specialization
9572,1351.0,5c9e7a6834cda4f3677e662b,Soft skills and digital literacy
9573,1351.0,5c9e6c1634cda4f3677e5dcf,Internationality
9574,1351.0,5c9e60cb34cda4f3677e4be3,Internationality
9575,1351.0,5c9e498d34cda4f3677e32df,Specialization
9576,1351.0,5c9e3ffb34cda4f3677e233b,Specialization
9577,1351.0,5c9e411734cda4f3677e2507,Specialization
9578,1351.0,5c9e396934cda4f3677e1885,Academic excellence
9579,1351.0,5c9e50f934cda4f3677e3f03,Academic excellence
9580,1352.0,5c9e7d4d34cda4f3677e6af9,Internationality
9581,1352.0,5c9e7ea034cda4f3677e6d1b,Soft skills and digital literacy
9582,1352.0,5c9e7ead34cda4f3677e6d31,Soft skills and digital literacy
9583,1352.0,5c9e7ea034cda4f3677e6d1b,Soft skills and digital literacy
9584,1352.0,5c9e7dd034cda4f3677e6bcd,Soft skills and digital literacy
9585,1352.0,5c9e4e1334cda4f3677e3a3f,Soft skills and digital literacy
9586,1352.0,5c9e8ca934cda4f3677e74cd,Soft skills and digital literacy
9587,1352.0,5c9e5a7e34cda4f3677e418b,Soft skills and digital literacy
9588,1352.0,5c9e7d3134cda4f3677e6ac9,Soft skills and digital literacy
9589,1352.0,5e8c89b723d6684db014ea35,Soft skills and digital literacy
9590,1353.0,5c9e4dfa34cda4f3677e3a13,Internationality
9591,1353.0,5c9e4c2834cda4f3677e372d,Specialization
9592,1353.0,5c9e49f334cda4f3677e3385,Academic excellence
9593,1353.0,5c9e4e9534cda4f3677e3b17,Internationality
9594,1353.0,5c9e8aa234cda4f3677e7365,Specialization
9595,1353.0,5c9e3c9c34cda4f3677e1dbd,Practical relevance / professionalization
9596,1353.0,5c9e398d34cda4f3677e18c1,Internationality
9597,1353.0,5c9e64f934cda4f3677e521d,Soft skills and digital literacy
9598,1353.0,5c9e895334cda4f3677e7141,Practical relevance / professionalization
9599,1353.0,5c9e418d34cda4f3677e25c3,Academic excellence
9600,1353.0,5c9e3ceb34cda4f3677e1e3d,Academic excellence
9601,1353.0,5c9e3d8a34cda4f3677e1f43,Soft skills and digital literacy
9602,1353.0,5c9e3ad634cda4f3677e1ad7,Internationality
9603,1353.0,5c9e3abf34cda4f3677e1ab1,Soft skills and digital literacy
9604,1353.0,5c9e3ab234cda4f3677e1a9b,Soft skills and digital literacy
9605,1355.0,5c9e4dfb34cda4f3677e3a15,Academic excellence
9606,1355.0,5c9e5b5e34cda4f3677e42fb,Academic excellence
9607,1355.0,5c9e7d4d34cda4f3677e6af9,Specialization
9608,1355.0,5c9e60cb34cda4f3677e4be3,Academic excellence
9609,1355.0,5e8c8b0f23d6684db014ea37,Internationality
9610,1355.0,5c9e5bc734cda4f3677e43a7,Academic excellence
9611,1355.0,5c9e4c3134cda4f3677e373b,Practical relevance / professionalization
9612,1355.0,5c9e7ead34cda4f3677e6d31,Academic excellence
9613,1355.0,5c9e638a34cda4f3677e505d,Practical relevance / professionalization
9614,1355.0,5c9e7e6234cda4f3677e6cbb,Academic excellence
9615,1355.0,5c9e7e6234cda4f3677e6cbb,Academic excellence
9616,1355.0,5c9e7e6234cda4f3677e6cbb,Academic excellence
9617,1355.0,5c9e4c6234cda4f3677e378d,Academic excellence
9618,1355.0,5c9e49df34cda4f3677e3365,Academic excellence
9619,1355.0,5c9e636b34cda4f3677e502d,Practical relevance / professionalization
9620,1355.0,5c9e635334cda4f3677e5005,Academic excellence
9621,1355.0,5c9e61ba34cda4f3677e4d6d,Specialization
9622,1358.0,5c9e70bd34cda4f3677e621f,Internationality
9623,1358.0,5c9e7d4d34cda4f3677e6af9,Specialization
9624,1358.0,5c9e7c8b34cda4f3677e69b5,Specialization
9625,1358.0,5e8c879823d6684db014ea30,Internationality
9626,1358.0,5c9e470a34cda4f3677e2ec3,Internationality
9627,1358.0,5c9e640d34cda4f3677e5131,Specialization
9628,1358.0,5c9e515e34cda4f3677e3fa7,Practical relevance / professionalization
9629,1358.0,5c9e60d234cda4f3677e4bf1,Practical relevance / professionalization
9630,1358.0,5c9e3e0234cda4f3677e2009,Practical relevance / professionalization
9631,1358.0,5c9e361134cda4f3677e1309,Practical relevance / professionalization
9632,1358.0,5c9e49df34cda4f3677e3365,Soft skills and digital literacy
9633,1359.0,5c9e5b5e34cda4f3677e42fb,Practical relevance / professionalization
9634,1359.0,5c9e60cb34cda4f3677e4be3,Academic excellence
9635,1359.0,5c9e88f634cda4f3677e70a3,Practical relevance / professionalization
9636,1359.0,5c9e38d734cda4f3677e1795,Practical relevance / professionalization
9637,1359.0,5c9e616734cda4f3677e4ce7,Practical relevance / professionalization
9638,1359.0,5c9e34ae34cda4f3677e10c7,Practical relevance / professionalization
9639,1359.0,5c9e420034cda4f3677e267f,Academic excellence
9640,1359.0,5c9e420034cda4f3677e267f,Academic excellence
9641,1359.0,5c9e471734cda4f3677e2ed7,Soft skills and digital literacy
9642,1359.0,5c9e470b34cda4f3677e2ec5,Practical relevance / professionalization
9643,1359.0,5c9e7eb934cda4f3677e6d45,Soft skills and digital literacy
9644,1359.0,5c9e349434cda4f3677e109f,Academic excellence
9645,1359.0,5c9e3fa734cda4f3677e22b9,Practical relevance / professionalization
9646,1359.0,5c9e7db234cda4f3677e6b9b,Practical relevance / professionalization
9647,1360.0,5c9e5c6c34cda4f3677e44b7,Internationality
9648,1360.0,5c9e7d8334cda4f3677e6b4f,Soft skills and digital literacy
9649,1360.0,5c9e60cb34cda4f3677e4be3,Soft skills and digital literacy
9650,1360.0,5c9e60b534cda4f3677e4bbf,Internationality
9651,1360.0,5c9e67b134cda4f3677e56a3,Internationality
9652,1360.0,5c9e4e9534cda4f3677e3b17,Internationality
9653,1360.0,5c9e38d734cda4f3677e1795,Internationality
9654,1360.0,5c9e616734cda4f3677e4ce7,Internationality
9655,1360.0,5c9e498834cda4f3677e32d7,Practical relevance / professionalization
9656,1360.0,5c9e895334cda4f3677e7141,Internationality
9657,1360.0,5c9e7d3134cda4f3677e6ac9,Internationality
9658,1360.0,5c9e7e9c34cda4f3677e6d15,Internationality
9659,1360.0,5c9e4d6a34cda4f3677e3927,Internationality
9660,1360.0,5c9e409034cda4f3677e242b,Internationality
9661,1361.0,5c9e5d6334cda4f3677e464d,Internationality
9662,1361.0,5c9e7d6034cda4f3677e6b19,Internationality
9663,1361.0,5c9e41e234cda4f3677e264d,Practical relevance / professionalization
9664,1361.0,5c9e5a4734cda4f3677e4135,Internationality
9665,1361.0,5c9e7c8b34cda4f3677e69b5,Practical relevance / professionalization
9666,1361.0,5c9e409034cda4f3677e242b,Practical relevance / professionalization
9667,1361.0,5c9e410534cda4f3677e24e9,Internationality
9668,1361.0,5c9e39f434cda4f3677e1963,Practical relevance / professionalization
9669,1361.0,5c9e37ba34cda4f3677e15bf,Practical relevance / professionalization
9670,1361.0,5c9e4c6234cda4f3677e378d,Practical relevance / professionalization
9671,1361.0,5c9e882334cda4f3677e6f4b,Practical relevance / professionalization
9672,1361.0,5c9e7d4534cda4f3677e6aeb,Internationality
9673,1362.0,5c9e4dfb34cda4f3677e3a15,Internationality
9674,1362.0,5c9e4dfa34cda4f3677e3a13,Specialization
9675,1362.0,5e8c6ef9dc39552aa1e7bdfc,Internationality
9676,1362.0,5c9e35b234cda4f3677e126b,Specialization
9677,1362.0,5c9e7dd034cda4f3677e6bcd,Internationality
9678,1362.0,5c9e411734cda4f3677e2507,Specialization
9679,1362.0,5c9e645234cda4f3677e51a3,Practical relevance / professionalization
9680,1362.0,5c9e404f34cda4f3677e23c3,Specialization
9681,1362.0,5c9e34d534cda4f3677e1107,Specialization
9682,1363.0,5e84b8a01ead1a77be3bd3a8,Soft skills and digital literacy
9683,1363.0,5c9e471734cda4f3677e2ed7,Specialization
9684,1363.0,5c9e470b34cda4f3677e2ec5,Internationality
9685,1363.0,5c9e470a34cda4f3677e2ec3,Practical relevance / professionalization
9686,1363.0,5c9e3aee34cda4f3677e1afd,Soft skills and digital literacy
9687,1363.0,5c9e3abf34cda4f3677e1ab1,Specialization
9688,1363.0,5c9e39fd34cda4f3677e1971,Specialization
9689,1363.0,5c9e39f434cda4f3677e1963,Internationality
9690,1363.0,5c9e5c9634cda4f3677e44fb,Specialization
9691,1363.0,5c9e504d34cda4f3677e3ded,Internationality
9692,1366.0,5c9e677634cda4f3677e5643,Internationality
9693,1366.0,5e8c6df1dc39552aa1e7bdf3,Specialization
9694,1366.0,5c9e7d8334cda4f3677e6b4f,Practical relevance / professionalization
9695,1366.0,5c9e498a34cda4f3677e32d9,Academic excellence
9696,1366.0,5c9e498a34cda4f3677e32d9,Academic excellence
9697,1366.0,5c9e60cb34cda4f3677e4be3,Academic excellence
9698,1366.0,5c9e60b534cda4f3677e4bbf,Soft skills and digital literacy
9699,1366.0,5c9e67b134cda4f3677e56a3,Soft skills and digital literacy
9700,1366.0,5e84b4001ead1a77be3bd395,Practical relevance / professionalization
9701,1369.0,5c9e3fbf34cda4f3677e22e1,Specialization
9702,1369.0,5e8c879823d6684db014ea30,Soft skills and digital literacy
9703,1369.0,5c9e3c9c34cda4f3677e1dbd,Soft skills and digital literacy
9704,1369.0,5e8c8b0f23d6684db014ea37,Internationality
9705,1369.0,5c9e398d34cda4f3677e18c1,Soft skills and digital literacy
9706,1369.0,5c9e64f934cda4f3677e521d,Practical relevance / professionalization
9707,1369.0,5c9e355834cda4f3677e11d9,Internationality
9708,1369.0,5c9e34ae34cda4f3677e10c7,Specialization
9709,1369.0,5c9e345f34cda4f3677e1047,Soft skills and digital literacy
9710,1369.0,5c9e498834cda4f3677e32d7,Internationality
9711,1369.0,5e84b6351ead1a77be3bd39a,Internationality
9712,1371.0,5c9e470b34cda4f3677e2ec5,Internationality
9713,1371.0,5c9e7c4034cda4f3677e6937,Internationality
9714,1371.0,5c9e7d3134cda4f3677e6ac9,Specialization
9715,1371.0,5c9e3dfd34cda4f3677e1fff,Specialization
9716,1371.0,5c9e644f34cda4f3677e519d,Practical relevance / professionalization
9717,1371.0,5c9e4b9334cda4f3677e3635,Specialization
9718,1371.0,5c9e67db34cda4f3677e56e9,Soft skills and digital literacy
9719,1371.0,5c9e4d6a34cda4f3677e3927,Academic excellence
9720,1371.0,5c9e5a3234cda4f3677e4111,Practical relevance / professionalization
9721,1371.0,5c9e8c2b34cda4f3677e73fd,Academic excellence
9722,1371.0,5c9e7bc334cda4f3677e6869,Internationality
9723,1371.0,5c9e476434cda4f3677e2f55,Specialization
9724,1371.0,5c9e396934cda4f3677e1885,Practical relevance / professionalization
9725,1371.0,5c9e40c434cda4f3677e2481,Practical relevance / professionalization
9726,1371.0,5c9e3e0234cda4f3677e2009,Specialization
9727,1372.0,5c9e3bc934cda4f3677e1c63,Soft skills and digital literacy
9728,1372.0,5e84b4001ead1a77be3bd395,Internationality
9729,1372.0,5c9e420034cda4f3677e267f,Internationality
9730,1372.0,5c9e420034cda4f3677e267f,Internationality
9731,1372.0,5c9e7ea034cda4f3677e6d1b,Practical relevance / professionalization
9732,1372.0,5c9e640d34cda4f3677e5131,Specialization
9733,1372.0,5c9e411734cda4f3677e2507,Academic excellence
9734,1372.0,5c9e67db34cda4f3677e56e9,Practical relevance / professionalization
9735,1372.0,5c9e677134cda4f3677e5639,Specialization
9736,1372.0,5c9e3e0234cda4f3677e2009,Specialization
9737,1372.0,5c9e3fa734cda4f3677e22b9,Practical relevance / professionalization
9738,1373.0,5c9e7d6034cda4f3677e6b19,Specialization
9739,1373.0,5c9e7d4d34cda4f3677e6af9,Practical relevance / professionalization
9740,1373.0,5c9e471734cda4f3677e2ed7,Practical relevance / professionalization
9741,1373.0,5c9e470a34cda4f3677e2ec3,Specialization
9742,1373.0,5c9e638234cda4f3677e5051,Practical relevance / professionalization
9743,1373.0,5c9e5cf434cda4f3677e4593,Practical relevance / professionalization
9744,1373.0,5c9e7d6934cda4f3677e6b27,Practical relevance / professionalization
9745,1373.0,5c9e42ad34cda4f3677e279b,Academic excellence
9746,1373.0,5c9e504d34cda4f3677e3ded,Specialization
9747,1373.0,5c9e636b34cda4f3677e502d,Practical relevance / professionalization
9748,1373.0,5c9e37db34cda4f3677e15f5,Practical relevance / professionalization
9749,1377.0,5e85b1eee7d33897f89a8d22,Specialization
9750,1377.0,5c9e409034cda4f3677e242b,Practical relevance / professionalization
9751,1377.0,5c9e8c2b34cda4f3677e73fd,Practical relevance / professionalization
9752,1377.0,5c9e7bc334cda4f3677e6869,Practical relevance / professionalization
9753,1377.0,5c9e8f1534cda4f3677e78bb,Specialization
9754,1377.0,5c9e3aec34cda4f3677e1af9,Practical relevance / professionalization
9755,1377.0,5c9e3abf34cda4f3677e1ab1,Specialization
9756,1377.0,5c9e39f434cda4f3677e1963,Practical relevance / professionalization
9757,1377.0,5c9e4c6234cda4f3677e378d,Academic excellence
9758,1377.0,5c9e4b8634cda4f3677e3621,Academic excellence
9759,1377.0,5c9e5bfe34cda4f3677e4403,Practical relevance / professionalization
9760,1377.0,5c9e4e0334cda4f3677e3a23,Soft skills and digital literacy
9761,1377.0,5c9e635334cda4f3677e5005,Practical relevance / professionalization
9762,1377.0,5c9e623434cda4f3677e4e37,Specialization
9763,1377.0,5c9e61ba34cda4f3677e4d6d,Soft skills and digital literacy
9764,1378.0,5c9e4dfb34cda4f3677e3a15,Specialization
9765,1378.0,5c9e5b5e34cda4f3677e42fb,Practical relevance / professionalization
9766,1378.0,5c9e677634cda4f3677e5643,Internationality
9767,1378.0,5e8c6df1dc39552aa1e7bdf3,Practical relevance / professionalization
9768,1378.0,5c9e41e234cda4f3677e264d,Specialization
9769,1378.0,5c9e645734cda4f3677e51ab,Internationality
9770,1378.0,5c9e645934cda4f3677e51ad,Practical relevance / professionalization
9771,1378.0,5e84b7141ead1a77be3bd39c,Practical relevance / professionalization
9772,1378.0,5c9e6be834cda4f3677e5d83,Internationality
9773,1378.0,5c9e6c1634cda4f3677e5dcf,Soft skills and digital literacy
9774,1379.0,5c9e70bd34cda4f3677e621f,Internationality
9775,1379.0,5c9e7d6634cda4f3677e6b23,Internationality
9776,1379.0,5c9e7d4d34cda4f3677e6af9,Practical relevance / professionalization
9777,1379.0,5e8c6df1dc39552aa1e7bdf3,Internationality
9778,1379.0,5c9e496834cda4f3677e32a1,Specialization
9779,1379.0,5c9e4b4134cda4f3677e35a9,Academic excellence
9780,1379.0,5c9e61c534cda4f3677e4d7f,Practical relevance / professionalization
9781,1379.0,5c9e67e134cda4f3677e56f1,Specialization
9782,1379.0,5c9e410534cda4f3677e24e9,Internationality
9783,1380.0,5c9e4dfb34cda4f3677e3a15,Specialization
9784,1380.0,5c9e3bc934cda4f3677e1c63,Internationality
9785,1380.0,5e8c6df1dc39552aa1e7bdf3,Internationality
9786,1380.0,5c9e645734cda4f3677e51ab,Internationality
9787,1380.0,5c9e6be834cda4f3677e5d83,Specialization
9788,1380.0,5c9e4dfa34cda4f3677e3a13,Specialization
9789,1380.0,5c9e3fbf34cda4f3677e22e1,Specialization
9790,1380.0,5c9e470b34cda4f3677e2ec5,Practical relevance / professionalization
